rank,name,number,female,website
1,SOPHIA,3683,1,http://www.avss.ucsb.edu/NameFema.HTM
2,ISABELLA,3136,1,
3,EMMA,2482,1,
4,EMILY,2455,1,
5,MIA,2352,1,
6,OLIVIA,1932,1,
7,SOFIA,1715,1,
8,ABIGAIL,1657,1,
9,SAMANTHA,1475,1,
10,AVA,1447,1,
11,CAMILA,1419,1,
12,VICTORIA,1316,1,
13,NATALIE,1302,1,
14,CHLOE,1108,1,
15,ELIZABETH,1108,1,
16,EVELYN,1042,1,
17,GENESIS,1039,1,
18,MADISON,1010,1,
19,ZOE,1010,1,
20,ASHLEY,1006,1,
21,CHARLOTTE,921,1,
22,HAILEY,916,1,
23,MELANIE,893,1,
24,AUDREY,875,1,
25,ALEXA,864,1,
26,KIMBERLY,861,1,
27,ALYSSA,857,1,
28,ALLISON,843,1,
29,ZOEY,831,1,
30,AUBREY,830,1,
31,ELLA,830,1,
32,GRACE,822,1,
33,LILY,793,1,
34,BELLA,777,1,
35,KAYLEE,765,1,
36,ANDREA,761,1,
37,LEAH,758,1,
38,AALIYAH,746,1,
39,BRIANNA,746,1,
40,HANNAH,746,1,
41,SCARLETT,724,1,
42,AVERY,714,1,
43,MAYA,712,1,
44,JOCELYN,704,1,
45,BROOKLYN,685,1,
46,VALERIA,679,1,
47,ARIANNA,675,1,
48,KAYLA,670,1,
49,JASMINE,655,1,
50,ARIANA,642,1,
51,AMELIA,638,1,
52,LAYLA,626,1,
53,DELILAH,624,1,
54,KATHERINE,618,1,
55,VANESSA,618,1,
56,ALEXIS,611,1,
57,SAVANNAH,605,1,
58,VALERIE,592,1,
59,SOPHIE,588,1,
60,SARAH,587,1,
61,NATALIA,579,1,
62,GIANNA,574,1,
63,AMY,559,1,
64,MARIA,559,1,
65,RUBY,557,1,
66,GISELLE,554,1,
67,VIOLET,545,1,
68,NICOLE,542,1,
69,ALEXANDRA,536,1,
70,ANGELINA,535,1,
71,NEVAEH,535,1,
72,ADDISON,532,1,
73,STELLA,518,1,
74,MILA,516,1,
75,CLAIRE,513,1,
76,NAOMI,510,1,
77,MELISSA,507,1,
78,EVA,506,1,
79,JADE,504,1,
80,RILEY,489,1,
81,KYLIE,488,1,
82,JESSICA,486,1,
83,KHLOE,485,1,
84,DESTINY,466,1,
85,LILIANA,466,1,
86,FAITH,462,1,
87,ISABEL,461,1,
88,ARIA,457,1,
89,GABRIELLA,457,1,
90,DAISY,453,1,
91,MICHELLE,451,1,
92,JULIA,441,1,
93,STEPHANIE,439,1,
94,XIMENA,438,1,
95,HARPER,429,1,
96,MELODY,427,1,
97,VALENTINA,422,1,
98,JENNIFER,421,1,
99,LILLIAN,420,1,
100,ANGELA,419,1,
101,TAYLOR,413,1,
102,ELLIE,404,1,
103,MAKAYLA,402,1,
104,DANIELA,390,1,
105,LEILANI,389,1,
106,ANNA,387,1,
107,ALICE,383,1,
108,MADELINE,382,1,
109,SERENITY,381,1,
110,LAUREN,380,1,
111,PENELOPE,372,1,
112,SYDNEY,369,1,
113,JULIANA,361,1,
114,ELENA,360,1,
115,JACQUELINE,359,1,
116,YARETZI,359,1,
117,AUBREE,356,1,
118,KAITLYN,352,1,
119,LUNA,350,1,
120,ALIYAH,343,1,
121,LUCY,341,1,
122,ARIEL,339,1,
123,KATELYN,339,1,
124,ALINA,335,1,
125,ALONDRA,335,1,
126,MADELYN,334,1,
127,BAILEY,332,1,
128,JAYLEEN,328,1,
129,LESLIE,326,1,
130,PEYTON,324,1,
131,ELIANA,323,1,
132,MARIAH,319,1,
133,DIANA,315,1,
134,ANNABELLE,306,1,
135,ATHENA,305,1,
136,ESMERALDA,303,1,
137,ISABELLE,303,1,
138,MACKENZIE,299,1,
139,BROOKE,295,1,
140,PAIGE,292,1,
141,ADRIANA,290,1,
142,GUADALUPE,288,1,
143,JULIANNA,282,1,
144,IZABELLA,280,1,
145,KENNEDY,279,1,
146,SARA,278,1,
147,GABRIELA,275,1,
148,VIVIAN,275,1,
149,LEILA,274,1,
150,SADIE,273,1,
151,AUTUMN,272,1,
152,ALEXIA,271,1,
153,ALICIA,266,1,
154,HAZEL,266,1,
155,MIRANDA,265,1,
156,RACHEL,265,1,
157,SIENNA,265,1,
158,ELISE,264,1,
159,ANA,261,1,
160,AURORA,261,1,
161,BRIELLE,261,1,
162,LILLY,258,1,
163,ALLYSON,251,1,
164,IRIS,250,1,
165,REBECCA,249,1,
166,MYA,248,1,
167,TRINITY,247,1,
168,REAGAN,245,1,
169,LONDON,244,1,
170,JULIET,243,1,
171,AMBER,242,1,
172,ELISA,242,1,
173,MOLLY,240,1,
174,LUCIA,238,1,
175,FATIMA,236,1,
176,ITZEL,236,1,
177,MEGAN,236,1,
178,JAZMIN,233,1,
179,CATHERINE,230,1,
180,AILEEN,228,1,
181,AMANDA,227,1,
182,FERNANDA,226,1,
183,KAMILA,224,1,
184,KEIRA,223,1,
185,MARILYN,223,1,
186,AMAYA,222,1,
187,JULISSA,222,1,
188,LYLA,222,1,
189,CHELSEA,221,1,
190,RYLEE,220,1,
191,NAYELI,219,1,
192,IVY,217,1,
193,KATIE,217,1,
194,ALEJANDRA,216,1,
195,LAILA,216,1,
196,JORDYN,215,1,
197,KATE,215,1,
198,MORGAN,215,1,
199,ALESSANDRA,214,1,
200,ANGELIQUE,213,1,
201,ALANA,212,1,
202,REESE,212,1,
203,MARIANA,211,1,
204,SUMMER,210,1,
205,CAROLINE,209,1,
206,ELEANOR,208,1,
207,BRIANA,207,1,
208,KARINA,206,1,
209,AUDRINA,205,1,
210,TIFFANY,205,1,
211,JULIETTE,204,1,
212,MARY,204,1,
213,SKYLAR,204,1,
214,BROOKLYNN,203,1,
215,DANIELLA,203,1,
216,BIANCA,202,1,
217,CALI,201,1,
218,PAISLEY,199,1,
219,EDEN,198,1,
220,JOSEPHINE,198,1,
221,PRISCILLA,198,1,
222,SIERRA,198,1,
223,PERLA,197,1,
224,KARLA,196,1,
225,ALISON,195,1,
226,ANGELICA,194,1,
227,CRYSTAL,194,1,
228,JAYLENE,193,1,
229,FIONA,192,1,
230,MIKAYLA,191,1,
231,ROSE,191,1,
232,CAMILLE,190,1,
233,GENEVIEVE,190,1,
234,QUINN,190,1,
235,CYNTHIA,188,1,
236,PAYTON,188,1,
237,KENDALL,187,1,
238,CLARA,186,1,
239,KAREN,186,1,
240,APRIL,185,1,
241,JIMENA,185,1,
242,DANIELLE,184,1,
243,JAZMINE,184,1,
244,JOANNA,183,1,
245,SABRINA,182,1,
246,JANELLE,181,1,
247,SARAI,180,1,
248,JAYLAH,179,1,
249,EVANGELINE,178,1,
250,JAYLA,178,1,
251,ISLA,177,1,
252,EMILIA,175,1,
253,PIPER,173,1,
254,CELESTE,171,1,
255,EMELY,170,1,
256,KELLY,170,1,
257,MADELEINE,170,1,
258,ANGEL,169,1,
259,CHRISTINA,169,1,
260,HAYDEN,169,1,
261,SELENA,169,1,
262,LYDIA,167,1,
263,KYLEE,166,1,
264,VIVIANA,166,1,
265,VIVIENNE,166,1,
266,GIA,165,1,
267,LOLA,163,1,
268,PRESLEY,163,1,
269,JAZLYN,162,1,
270,MARLEY,162,1,
271,ADELINE,161,1,
272,JULIE,161,1,
273,PHOEBE,161,1,
274,CAMILLA,160,1,
275,CORA,160,1,
276,HALEY,160,1,
277,GIULIANA,159,1,
278,KAILEY,159,1,
279,DANNA,158,1,
280,MELANY,158,1,
281,CASSANDRA,156,1,
282,GABRIELLE,156,1,
283,MALIA,155,1,
284,MARISSA,155,1,
285,CECILIA,154,1,
286,HEIDI,154,1,
287,JENNA,154,1,
288,AYLIN,152,1,
289,DAHLIA,151,1,
290,LILA,151,1,
291,ANGIE,149,1,
292,KIARA,149,1,
293,GEMMA,148,1,
294,ALEXANDRIA,147,1,
295,ANAHI,147,1,
296,ARABELLA,147,1,
297,CASSIDY,147,1,
298,DAYANA,146,1,
299,BRENDA,145,1,
300,NINA,145,1,
301,LIZBETH,143,1,
302,ANNABELLA,142,1,
303,ELIZA,142,1,
304,KIRA,142,1,
305,JORDAN,141,1,
306,OLIVE,140,1,
307,SIENA,139,1,
308,ABBY,138,1,
309,BRITTANY,138,1,
310,NORA,138,1,
311,DULCE,137,1,
312,LILAH,137,1,
313,VERONICA,137,1,
314,ASHLYN,136,1,
315,CLARISSA,136,1,
316,ESTHER,136,1,
317,JASMIN,136,1,
318,NATHALIE,136,1,
319,CAROLINA,135,1,
320,DENISE,134,1,
321,LEXI,134,1,
322,MONICA,134,1,
323,CARMEN,133,1,
324,KASSANDRA,133,1,
325,SERENA,133,1,
326,SHELBY,133,1,
327,ALEENA,132,1,
328,EMERY,132,1,
329,HELEN,132,1,
330,LIA,132,1,
331,GRACIE,131,1,
332,PAOLA,131,1,
333,KENIA,129,1,
334,NOEMI,129,1,
335,ANNIE,128,1,
336,HARMONY,127,1,
337,LILLIANA,125,1,
338,NADIA,125,1,
339,MILEY,124,1,
340,DAPHNE,123,1,
341,HOPE,123,1,
342,YARELI,123,1,
343,CATALEYA,122,1,
344,ANABELLE,121,1,
345,ARIELLE,121,1,
346,BETHANY,121,1,
347,CATALINA,121,1,
348,DESIREE,121,1,
349,HANNA,121,1,
350,ESTRELLA,120,1,
351,LAURA,120,1,
352,NATALY,120,1,
353,ARELY,119,1,
354,IRENE,119,1,
355,JAMIE,119,1,
356,MAKENZIE,119,1,
357,ADRIANNA,118,1,
358,BREANNA,118,1,
359,ELOISE,118,1,
360,WILLOW,118,1,
361,AYLA,117,1,
362,AYLEEN,117,1,
363,ERIN,117,1,
364,JANE,117,1,
365,KAYLIE,117,1,
366,GALILEA,116,1,
367,NOELLE,116,1,
368,MIAH,115,1,
369,SASHA,115,1,
370,CARLY,114,1,
371,MELINA,114,1,
372,TATIANA,114,1,
373,DELANEY,113,1,
374,MCKENZIE,113,1,
375,CHARLIE,112,1,
376,MARISOL,112,1,
377,SCARLET,112,1,
378,ALAINA,110,1,
379,JESSIE,110,1,
380,KARA,110,1,
381,ALLIE,109,1,
382,ANIYAH,109,1,
383,ELLE,109,1,
384,JOSELYN,109,1,
385,KALI,109,1,
386,KENYA,109,1,
387,MARGARET,108,1,
388,RUTH,108,1,
389,SHERLYN,108,1,
390,CAITLYN,107,1,
391,ALYSON,106,1,
392,TESSA,105,1,
393,ARYA,104,1,
394,BELEN,104,1,
395,LITZY,104,1,
396,TERESA,104,1,
397,DAKOTA,103,1,
398,DANICA,103,1,
399,MIKAELA,103,1,
400,ADELYN,102,1,
401,HEAVEN,102,1,
402,ISIS,102,1,
403,JANESSA,102,1,
404,NATASHA,102,1,
405,ANYA,101,1,
406,ERIKA,101,1,
407,JOHANNA,101,1,
408,AMELIE,100,1,
409,ANABELLA,100,1,
410,ANAYA,100,1,
411,ELLIANA,100,1,
412,JAYDEN,100,1,
413,LANA,100,1,
414,MIRIAM,100,1,
415,KENZIE,99,1,
416,DYLAN,98,1,
417,KYLA,98,1,
418,MADILYN,98,1,
419,NANCY,98,1,
420,ROSALIE,98,1,
421,ANGELINE,97,1,
422,DANA,97,1,
423,EMERSON,97,1,
424,GLORIA,97,1,
425,JUNE,97,1,
426,LINDA,97,1,
427,REGINA,97,1,
428,BRYNN,96,1,
429,TALIA,96,1,
430,WENDY,96,1,
431,AMERICA,95,1,
432,ASHLYNN,95,1,
433,CADENCE,95,1,
434,CALLIE,95,1,
435,HADLEY,95,1,
436,HAYLEY,95,1,
437,LONDYN,95,1,
438,MALIYAH,95,1,
439,AIMEE,94,1,
440,RENATA,94,1,
441,TEAGAN,94,1,
442,ADELE,93,1,
443,CHRISTINE,93,1,
444,JULIETA,93,1,
445,GEORGIA,92,1,
446,MARINA,92,1,
447,ANASTASIA,91,1,
448,DARLENE,91,1,
449,EILEEN,91,1,
450,GISSELLE,91,1,
451,JILLIAN,91,1,
452,LILIAN,91,1,
453,ROSA,91,1,
454,CAITLIN,90,1,
455,CINDY,90,1,
456,IVANNA,90,1,
457,JADA,90,1,
458,KAYDENCE,90,1,
459,LESLY,90,1,
460,RYLIE,90,1,
461,ABRIL,89,1,
462,COLETTE,89,1,
463,MYLA,89,1,
464,PARKER,89,1,
465,ADALYNN,88,1,
466,KENDRA,88,1,
467,LUZ,88,1,
468,NORAH,88,1,
469,RAQUEL,88,1,
470,SAGE,88,1,
471,AUBRIE,87,1,
472,KAIA,87,1,
473,KATELYNN,87,1,
474,LEIA,87,1,
475,NIA,87,1,
476,PAULA,87,1,
477,SANDRA,87,1,
478,ADALYN,86,1,
479,ALEAH,86,1,
480,DALILAH,86,1,
481,HELENA,86,1,
482,MAKENNA,86,1,
483,PALOMA,86,1,
484,PAULINA,86,1,
485,REYNA,86,1,
486,TATUM,86,1,
487,BRISA,85,1,
488,HAYLEE,85,1,
489,HOLLY,85,1,
490,ADELAIDE,84,1,
491,ALANI,84,1,
492,KATHRYN,84,1,
493,ANNIKA,83,1,
494,CARLA,83,1,
495,JOSIE,83,1,
496,JOY,83,1,
497,MARITZA,83,1,
498,PARIS,83,1,
499,ANIKA,82,1,
500,BRIDGET,82,1,
501,CHARLIZE,82,1,
502,ILIANA,82,1,
503,KELSEY,82,1,
504,KIANA,82,1,
505,LEXIE,82,1,
506,LIANA,82,1,
507,BRIELLA,81,1,
508,ISABELA,81,1,
509,JAELYN,81,1,
510,PATRICIA,81,1,
511,FRANCESCA,80,1,
512,HARLOW,80,1,
513,KAYLIN,80,1,
514,LEA,80,1,
515,SAVANNA,80,1,
516,YASMIN,80,1,
517,YESENIA,80,1,
518,ZARA,80,1,
519,ANNABEL,79,1,
520,JENNY,79,1,
521,MADDISON,79,1,
522,MARLENE,79,1,
523,MCKENNA,79,1,
524,MONSERRAT,79,1,
525,ARYANNA,78,1,
526,KAYLEEN,78,1,
527,LILIANNA,78,1,
528,NYLA,78,1,
529,SAMARA,78,1,
530,ALAYNA,77,1,
531,ELSIE,77,1,
532,MAGGIE,77,1,
533,NATHALY,77,1,
534,ROSEMARY,77,1,
535,CHANEL,76,1,
536,LUCILLE,76,1,
537,RAEGAN,76,1,
538,SARAHI,76,1,
539,CAMRYN,75,1,
540,JAQUELINE,75,1,
541,REBEKAH,75,1,
542,SELAH,75,1,
543,TIANA,75,1,
544,ADDYSON,74,1,
545,ERICA,74,1,
546,GIANA,74,1,
547,JUDITH,74,1,
548,KAELYN,74,1,
549,LEANNA,74,1,
550,LENA,74,1,
551,ADELINA,73,1,
552,ELAINE,73,1,
553,MICHAELA,73,1,
554,BRYANNA,72,1,
555,ELYSE,72,1,
556,FINLEY,72,1,
557,JAZLYNN,72,1,
558,KASSIDY,72,1,
559,KRISTINA,72,1,
560,KYRA,72,1,
561,LILYANA,72,1,
562,LUCIANA,72,1,
563,SONIA,72,1,
564,ALIANA,71,1,
565,CELINE,71,1,
566,DARLA,71,1,
567,HAVEN,71,1,
568,MADELYNN,71,1,
569,SKYE,71,1,
570,ALIVIA,70,1,
571,CHEYENNE,70,1,
572,KEYLA,70,1,
573,KRISTEN,70,1,
574,PEARL,70,1,
575,SLOANE,70,1,
576,STACY,70,1,
577,ADELYNN,69,1,
578,DALIA,69,1,
579,GWENDOLYN,69,1,
580,RAELYNN,69,1,
581,SHARON,69,1,
582,SKYLER,69,1,
583,YAMILETH,69,1,
584,ELISSA,68,1,
585,GERALDINE,68,1,
586,JANET,68,1,
587,LYRIC,68,1,
588,MARIE,68,1,
589,MONTSERRAT,68,1,
590,VIOLETA,68,1,
591,ALISSON,67,1,
592,BAYLEE,67,1,
593,GRECIA,67,1,
594,ROSELYN,67,1,
595,SIMONE,67,1,
596,CLAUDIA,66,1,
597,CRISTINA,66,1,
598,ELAINA,66,1,
599,HANA,66,1,
600,JAYDA,66,1,
601,LEYLA,66,1,
602,MAIA,66,1,
603,MAKENA,66,1,
604,CAMBRIA,65,1,
605,AMIYAH,64,1,
606,ELIANNA,64,1,
607,ELSA,64,1,
608,JOURNEY,64,1,
609,LISA,64,1,
610,SHAYLA,64,1,
611,ALMA,63,1,
612,LYLAH,63,1,
613,MAITE,63,1,
614,THALIA,63,1,
615,AVERIE,62,1,
616,BELINDA,62,1,
617,CARISSA,62,1,
618,EMILEE,62,1,
619,EVIE,62,1,
620,KEILY,62,1,
621,LINA,62,1,
622,NYLAH,62,1,
623,SHILOH,62,1,
624,XOCHITL,62,1,
625,ALIYA,61,1,
626,EVE,61,1,
627,FARRAH,61,1,
628,FRIDA,61,1,
629,JAYDE,61,1,
630,KINSLEY,61,1,
631,MARTHA,61,1,
632,RYLEIGH,61,1,
633,SARIAH,61,1,
634,ALANNA,60,1,
635,ALLY,60,1,
636,AZUL,60,1,
637,HARLEY,60,1,
638,JAELYNN,60,1,
639,KILEY,60,1,
640,MADALYN,60,1,
641,RYAN,60,1,
642,VALERY,60,1,
643,YARETZY,60,1,
644,YARITZA,60,1,
645,YULIANA,60,1,
646,CORALINE,59,1,
647,EMILIE,59,1,
648,JOYCE,59,1,
649,KAMILAH,59,1,
650,KAMRYN,59,1,
651,MACI,59,1,
652,MINA,59,1,
653,ADILENE,58,1,
654,EDITH,58,1,
655,LAYLAH,58,1,
656,MACIE,58,1,
657,MILAGROS,58,1,
658,SCARLETTE,58,1,
659,SYLVIA,58,1,
660,AIYANA,57,1,
661,ALISSA,57,1,
662,AMARA,57,1,
663,EVELYNN,57,1,
664,KATHLEEN,57,1,
665,KAYA,57,1,
666,LARISSA,57,1,
667,LINDSEY,57,1,
668,MACY,57,1,
669,ABBIE,56,1,
670,ADA,56,1,
671,AILYN,56,1,
672,BRITNEY,56,1,
673,COURTNEY,56,1,
674,ELLEN,56,1,
675,ESPERANZA,56,1,
676,JASLENE,56,1,
677,JAYLIN,56,1,
678,KAILANI,56,1,
679,KAILYN,56,1,
680,KINLEY,56,1,
681,PHOENIX,56,1,
682,ROXANNE,56,1,
683,VERA,56,1,
684,VIENNA,56,1,
685,ARACELI,55,1,
686,DANIKA,55,1,
687,ITZAYANA,55,1,
688,JACQUELYN,55,1,
689,KAYDEN,55,1,
690,LIZETH,55,1,
691,MAXINE,55,1,
692,RUBI,55,1,
693,XIOMARA,55,1,
694,ALIA,54,1,
695,ALIAH,54,1,
696,ARLENE,54,1,
697,AZALEA,54,1,
698,CHARLEE,54,1,
699,JOLIE,54,1,
700,KRYSTAL,54,1,
701,MARIAM,54,1,
702,MARIELA,54,1,
703,AISHA,53,1,
704,ANABEL,53,1,
705,ARIELLA,53,1,
706,ARYANA,53,1,
707,EMMALYN,53,1,
708,EVANGELINA,53,1,
709,JAZZLYN,53,1,
710,LINDSAY,53,1,
711,LORELEI,53,1,
712,LUPITA,53,1,
713,MARYAM,53,1,
714,MATILDA,53,1,
715,NATHALIA,53,1,
716,SOLEIL,53,1,
717,TANIA,53,1,
718,YARELY,53,1,
719,ALENA,52,1,
720,ARELI,52,1,
721,DONNA,52,1,
722,LEILAH,52,1,
723,NOVA,52,1,
724,REBECA,52,1,
725,SHAILA,52,1,
726,YAZMIN,52,1,
727,ANAIS,51,1,
728,ANNALISE,51,1,
729,CAMERON,51,1,
730,IMANI,51,1,
731,JOCELYNN,51,1,
732,LUCERO,51,1,
733,YVETTE,51,1,
734,ANNE,50,1,
735,BEATRICE,50,1,
736,CITLALI,50,1,
737,HEIDY,50,1,
738,JOLENE,50,1,
739,KAYLEIGH,50,1,
740,LILIA,50,1,
741,MAYRA,50,1,
742,MICAELA,50,1,
743,ROSIE,50,1,
744,SELENE,50,1,
745,AINSLEY,49,1,
746,ANALIA,49,1,
747,BRAELYN,49,1,
748,CLEMENTINE,49,1,
749,CRISTAL,49,1,
750,DANIA,49,1,
751,JULIANNE,49,1,
752,MILANIA,49,1,
753,MILENA,49,1,
754,SKYLA,49,1,
755,ABBEY,48,1,
756,ANNETTE,48,1,
757,DAMARIS,48,1,
758,EMBER,48,1,
759,GIZELLE,48,1,
760,IZEL,48,1,
761,KAILEE,48,1,
762,KARISSA,48,1,
763,KEILA,48,1,
764,LAURYN,48,1,
765,LOGAN,48,1,
766,TARA,48,1,
767,YAMILET,48,1,
768,AMIRA,47,1,
769,ASTRID,47,1,
770,CAYLEE,47,1,
771,HAILEE,47,1,
772,INGRID,47,1,
773,KAITLIN,47,1,
774,LARA,47,1,
775,LILLYANA,47,1,
776,MARYJANE,47,1,
777,MILANA,47,1,
778,MIRA,47,1,
779,NOA,47,1,
780,REINA,47,1,
781,RIYA,47,1,
782,SUNNY,47,1,
783,WHITNEY,47,1,
784,JAYLYNN,46,1,
785,KADENCE,46,1,
786,KAITLYNN,46,1,
787,KAIYA,46,1,
788,KATHY,46,1,
789,KIERA,46,1,
790,MARIBEL,46,1,
791,RIVER,46,1,
792,ROWAN,46,1,
793,SAANVI,46,1,
794,SALMA,46,1,
795,XITLALI,46,1,
796,ZARIAH,46,1,
797,AVIANA,45,1,
798,BLAKE,45,1,
799,ESTEFANIA,45,1,
800,ESTELLA,45,1,
801,KAILA,45,1,
802,KALIYAH,45,1,
803,LIANNA,45,1,
804,MALEAH,45,1,
805,MAYTE,45,1,
806,MELINDA,45,1,
807,PAMELA,45,1,
808,SKY,45,1,
809,YADIRA,45,1,
810,YOSELIN,45,1,
811,ADELA,44,1,
812,ADRIENNE,44,1,
813,AMINA,44,1,
814,CHARLEY,44,1,
815,EVELIN,44,1,
816,FRANCES,44,1,
817,JANICE,44,1,
818,MIKA,44,1,
819,MONIQUE,44,1,
820,MYAH,44,1,
821,NATALYA,44,1,
822,AANYA,43,1,
823,ARIANNY,43,1,
824,AUDRIANA,43,1,
825,CARA,43,1,
826,CARINA,43,1,
827,ELINA,43,1,
828,FABIOLA,43,1,
829,JEWEL,43,1,
830,KATALEYA,43,1,
831,KAYLANI,43,1,
832,MADISYN,43,1,
833,MALLORY,43,1,
834,PRINCESS,43,1,
835,RENEE,43,1,
836,RIHANNA,43,1,
837,SUSANA,43,1,
838,VIDA,43,1,
839,ABBYGAIL,42,1,
840,ALANNAH,42,1,
841,ANIYA,42,1,
842,CORAL,42,1,
843,DAYANNA,42,1,
844,ELISABETH,42,1,
845,EUNICE,42,1,
846,GIOVANNA,42,1,
847,KALEA,42,1,
848,KALIA,42,1,
849,LIVIA,42,1,
850,MERCEDES,42,1,
851,MILAN,42,1,
852,SHANNON,42,1,
853,ANANYA,41,1,
854,CAROLYN,41,1,
855,IVANA,41,1,
856,JEMMA,41,1,
857,KEILANI,41,1,
858,MALAYA,41,1,
859,SELINA,41,1,
860,SORAYA,41,1,
861,ADITI,40,1,
862,AMALIA,40,1,
863,ARLETTE,40,1,
864,BERENICE,40,1,
865,ELIN,40,1,
866,EMI,40,1,
867,FRANKIE,40,1,
868,GIADA,40,1,
869,JUSTICE,40,1,
870,KARIS,40,1,
871,KAROL,40,1,
872,KAYLAH,40,1,
873,MADILYNN,40,1,
874,MIRACLE,40,1,
875,SOFIE,40,1,
876,TANYA,40,1,
877,ARACELY,39,1,
878,BAILEE,39,1,
879,BONNIE,39,1,
880,DARIANA,39,1,
881,EMMY,39,1,
882,IVORY,39,1,
883,KAI,39,1,
884,KALLIE,39,1,
885,KAYLEY,39,1,
886,KOURTNEY,39,1,
887,LILLIE,39,1,
888,MARIANNA,39,1,
889,MILLIE,39,1,
890,ROMINA,39,1,
891,SAWYER,39,1,
892,STEPHANY,39,1,
893,TABITHA,39,1,
894,TINA,39,1,
895,ALAYAH,38,1,
896,BARBARA,38,1,
897,CALISTA,38,1,
898,CASEY,38,1,
899,DEBORAH,38,1,
900,EMELIA,38,1,
901,EVALYN,38,1,
902,HAYLIE,38,1,
903,KAIRI,38,1,
904,MCKAYLA,38,1,
905,MIYA,38,1,
906,NAYA,38,1,
907,ROXANNA,38,1,
908,SILVIA,38,1,
909,STACEY,38,1,
910,VIVIANNA,38,1,
911,ZOIE,38,1,
912,ZOOEY,38,1,
913,ABBIGAIL,37,1,
914,ALISA,37,1,
915,DALILA,37,1,
916,DENISSE,37,1,
917,DESTINEE,37,1,
918,DIYA,37,1,
919,FELICITY,37,1,
920,GWEN,37,1,
921,JACKELINE,37,1,
922,JASLYN,37,1,
923,JAYLYN,37,1,
924,LEANNE,37,1,
925,LIZETTE,37,1,
926,MAYLIN,37,1,
927,RAYLENE,37,1,
928,VIANNEY,37,1,
929,WILLA,37,1,
930,YOLANDA,37,1,
931,ADDISYN,36,1,
932,AMERIE,36,1,
933,AMIRAH,36,1,
934,ASHLEE,36,1,
935,AYA,36,1,
936,CHARLENE,36,1,
937,CIARA,36,1,
938,GRACIELA,36,1,
939,HADASSAH,36,1,
940,HILLARY,36,1,
941,JUNIPER,36,1,
942,KAYLEN,36,1,
943,LESLEY,36,1,
944,LILYANNA,36,1,
945,MYRA,36,1,
946,NATALEE,36,1,
947,ROCIO,36,1,
948,SURI,36,1,
949,YAHAIRA,36,1,
950,YVONNE,36,1,
951,AKIRA,35,1,
952,AMARI,35,1,
953,BLANCA,35,1,
954,CELINA,35,1,
955,CHERISH,35,1,
956,DAVINA,35,1,
957,JAYLEE,35,1,
958,KARLY,35,1,
959,KATRINA,35,1,
960,LEILANY,35,1,
961,LEONA,35,1,
962,LIBERTY,35,1,
963,LIV,35,1,
964,LORENA,35,1,
965,RAINA,35,1,
966,RAVEN,35,1,
967,YANELI,35,1,
968,ZURI,35,1,
969,ALISHA,34,1,
970,ASPEN,34,1,
971,CONNIE,34,1,
972,DOROTHY,34,1,
973,FAYE,34,1,
974,HEATHER,34,1,
975,JORDYNN,34,1,
976,KALANI,34,1,
977,LACEY,34,1,
978,LETICIA,34,1,
979,LORELAI,34,1,
980,LUISA,34,1,
981,MADALYNN,34,1,
982,MARISA,34,1,
983,MIREYA,34,1,
984,PAULETTE,34,1,
985,RAELYN,34,1,
986,SARINA,34,1,
987,VIRGINIA,34,1,
988,ZAHRA,34,1,
989,ALANAH,33,1,
990,AMANI,33,1,
991,ANN,33,1,
992,BRIDGETTE,33,1,
993,DEVYN,33,1,
994,FLOR,33,1,
995,HAILIE,33,1,
996,IRIE,33,1,
997,JAYLEN,33,1,
998,JOELLE,33,1,
999,KALEY,33,1,
1000,KATALINA,33,1,
1001,LEELA,33,1,
1002,LEIGHTON,33,1,
1003,LILITH,33,1,
1004,LLUVIA,33,1,
1005,MARGOT,33,1,
1006,RHEA,33,1,
1007,SHREYA,33,1,
1008,SIDNEY,33,1,
1009,VANESA,33,1,
1010,ALIANNA,32,1,
1011,BRISTOL,32,1,
1012,CELIA,32,1,
1013,CIELO,32,1,
1014,DASHA,32,1,
1015,DEMI,32,1,
1016,JASLEEN,32,1,
1017,JOSSELYN,32,1,
1018,KAELYNN,32,1,
1019,LAILAH,32,1,
1020,MAEVE,32,1,
1021,MARLEE,32,1,
1022,MEREDITH,32,1,
1023,MONROE,32,1,
1024,NADINE,32,1,
1025,NOELANI,32,1,
1026,PENNY,32,1,
1027,RACHAEL,32,1,
1028,SALLY,32,1,
1029,SANDY,32,1,
1030,SINAI,32,1,
1031,VIANEY,32,1,
1032,ADRINA,31,1,
1033,ANITA,31,1,
1034,ANNABELL,31,1,
1035,AUBRIELLA,31,1,
1036,AYANA,31,1,
1037,BETSY,31,1,
1038,CANDY,31,1,
1039,CAROL,31,1,
1040,CIENNA,31,1,
1041,EMMALEE,31,1,
1042,GISELE,31,1,
1043,HARLEE,31,1,
1044,ISABELL,31,1,
1045,JISELLE,31,1,
1046,KALINA,31,1,
1047,KAYLYNN,31,1,
1048,LYRA,31,1,
1049,MAGALY,31,1,
1050,RITA,31,1,
1051,RYANN,31,1,
1052,SAHANA,31,1,
1053,WREN,31,1,
1054,YARA,31,1,
1055,ABRIELLE,30,1,
1056,ANISSA,30,1,
1057,ASHA,30,1,
1058,AUDRIANNA,30,1,
1059,DAYANARA,30,1,
1060,ELYSSA,30,1,
1061,ESTELA,30,1,
1062,EVERLY,30,1,
1063,JANA,30,1,
